0041400132,-1,-1,5.95324,24.97042,2.7454,0,607.0,24.0,1
0041400132,1610612761,200768,61.06525,26.1894,0.0,0,607.0,24.0,1
0041400132,1610612761,201946,16.47915,22.08652,0.0,0,607.0,24.0,1
0041400132,1610612761,201942,23.06318,24.95968,0.0,0,607.0,24.0,1
0041400132,1610612761,203082,41.51518,21.46791,0.0,0,607.0,24.0,1
0041400132,1610612761,202685,7.75099,26.06109,0.0,0,607.0,24.0,1
0041400132,1610612764,1718,9.17679,22.97027,0.0,0,607.0,24.0,1
0041400132,1610612764,2403,13.78014,27.98886,0.0,0,607.0,24.0,1
0041400132,1610612764,101162,10.37776,25.94544,0.0,0,607.0,24.0,1
0041400132,1610612764,202322,19.05302,37.06424,0.0,0,607.0,24.0,1
0041400132,1610612764,203078,22.15433,21.26977,0.0,0,607.0,24.0,1
0041400132,-1,-1,5.58934,24.82024,3.13919,1,607.0,24.0,1
0041400132,1610612761,200768,61.08638,26.19746,0.0,1,607.0,24.0,1
0041400132,1610612761,201946,16.76706,21.89846,0.0,1,607.0,24.0,1
0041400132,1610612761,201942,23.35905,24.99456,0.0,1,607.0,24.0,1
0041400132,1610612761,203082,41.70736,21.44128,0.0,1,607.0,24.0,1
0041400132,1610612761,202685,7.86388,26.07296,0.0,1,607.0,24.0,1
0041400132,1610612764,1718,9.2917,22.90577,0.0,1,607.0,24.0,1
0041400132,1610612764,2403,14.07312,28.08154,0.0,1,607.0,24.0,1
0041400132,1610612764,101162,10.351,25.95663,0.0,1,607.0,24.0,1
0041400132,1610612764,202322,18.92174,37.05534,0.0,1,607.0,24.0,1
0041400132,1610612764,203078,22.40302,21.21332,0.0,1,607.0,24.0,1
0041400132,-1,-1,5.37238,24.65252,2.73847,2,607.0,24.0,1
0041400132,1610612761,200768,61.10974,26.20877,0.0,2,607.0,24.0,1
0041400132,1610612761,201946,17.0704,21.74327,0.0,2,607.0,24.0,1
0041400132,1610612761,201942,23.69439,25.05725,0.0,2,607.0,24.0,1
0041400132,1610612761,203082,41.90186,21.42946,0.0,2,607.0,24.0,1
0041400132,1610612761,202685,7.9826,26.08143,0.0,2,607.0,24.0,1
0041400132,1610612764,1718,9.40789,22.83294,0.0,2,607.0,24.0,1
0041400132,1610612764,2403,14.38233,28.18671,0.0,2,607.0,24.0,1
0041400132,1610612764,101162,10.30109,25.99781,0.0,2,607.0,24.0,1
0041400132,1610612764,202322,18.78851,37.05462,0.0,2,607.0,24.0,1
0041400132,1610612764,203078,22.66022,21.15865,0.0,2,607.0,24.0,1
0041400132,-1,-1,5.32198,24.41465,2.58964,3,607.0,24.0,1
0041400132,1610612761,200768,61.13727,26.22306,0.0,3,607.0,24.0,1
0041400132,1610612761,201946,17.39629,21.59161,0.0,3,607.0,24.0,1
0041400132,1610612761,201942,24.03738,25.11318,0.0,3,607.0,24.0,1
0041400132,1610612761,203082,42.09938,21.42296,0.0,3,607.0,24.0,1
